category,sub-category,sub-category-link,title,author,keywords
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Editorial: New Media and Risky Behavior of Children and Young People: Ethics and Policy Implications. Introducing the Themes and Pushing for More ,Christian Munthe,"['Health Sciences', 'Ethics', 'Applied Ethics', 'Bioethics', 'Internet Studies', 'Drugs And Addiction', 'Children and Families', 'Public Health Ethics', 'Public Health Policy', 'Alcohol Studies', 'Social Media', 'Adolescent Health', 'Public Health', 'Internet & Society', 'Health Policy']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,"Response to “PEPFAR Program Expenditures” [Form Number: DS-4213, OMB Control Number: 1405-0208] - Revision 3",J. Douglas,"['Ethics', 'Bioethics', 'Foreign Policy Analysis', 'Africa', 'HIV/AIDS', 'Global Health', 'Male Circumcision', 'Foreign Aid', 'Public Health', 'Kenya', 'Zambia', 'Zimbabwe', 'South Africa', 'Circumcision', 'Namibia', 'PEPFAR', 'CDC', 'International health']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,100 Lessons on Doing the Right Thing in 100 Words or Less,Susanne  Gibson,"['Ethics', 'Ethics', 'Applied Ethics', 'Applied Ethics', 'Bioethics', 'Bioethics', 'Religious Education', 'Religious Ethics', 'Religious Ethics', 'Medical Ethics', 'Social Ethics', 'Moral Philosophy', 'Moral Philosophy', 'Moral and Political Philosophy', 'Moral and Political Philosophy', 'Religious Studies', 'Religious Studies']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,100 Lessons on Doing the Right Thing in 100 Words or Less,Susanne  Gibson,"['Ethics', 'Ethics', 'Applied Ethics', 'Applied Ethics', 'Bioethics', 'Bioethics', 'Religious Education', 'Religious Ethics', 'Religious Ethics', 'Medical Ethics', 'Social Ethics', 'Moral Philosophy', 'Moral Philosophy', 'Moral and Political Philosophy', 'Moral and Political Philosophy', 'Religious Studies', 'Religious Studies']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,A minor's right to refuse,Malcolm K Smith,"['Bioethics', 'Medical Law', 'Health Law', ""Children's Rights"", 'Medical Ethics & Law']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,From modeling to morals: Imagining the future of HIV PREP in Lesotho,Nicola Bulled,"['Medical Anthropology', 'Philosophy', 'Ethics', 'Applied Ethics', 'Bioethics', 'Global Health', 'Medication Adherence', 'Adolescent', 'Lesotho', 'Humans', 'Female', 'Male', 'Organophosphorus Compounds', 'Health Care Rationing', 'Hiv Aids', 'Adult', 'Morals', 'Hiv seropositivity', 'HIV infections', 'Drug combinations']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Personal transformation and advance directives: an experimental bioethics approach,Stephen Latham,"['Sociology', 'Psychology', 'Social Psychology', 'Anthropology', 'Medical Anthropology', 'Philosophy', 'Philosophy of Mind', 'Ethics', 'Applied Ethics', 'Self and Identity', 'Bioethics', 'Social Identity', 'Social and Cultural Anthropology', 'Identity (Culture)', 'Medical Ethics', 'Critical Bioethics', 'Cultural Anthropology', 'Medicine', 'Identity', 'Advance Directives']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Resnicoljubnost na področju medicinske etike,Helena Lukman,"['Philosophy', 'Bioethics', 'Medical Ethics', 'Truth Telling in Ethics']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Bioética e processos de religiosidade entre os pacientes com doenças terminais no Brasil,Alvaro  Salles,"['Bioethics', 'Autonomy', 'Medicine']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Tailor-Made Pharmacotherapy: Future Developments and Ethical Challenges in the Field of Pharmacogenomics,Johannes Van Delden,"['Philosophy', 'Ethics', 'Applied Ethics', 'Public Opinion', 'Bioethics', 'Pharmacogenomics', 'Developing Countries', 'Pharmacokinetics', 'Drug development', 'Public Health', 'Medicine', 'Pharmaceutical industry', 'Humans', 'Pharmacogenetics', 'Disease', 'Developed Countries', 'Internationality', 'Drug Industry', 'Pharmaceutical preparations', 'Clinical Trials as Topic']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,a Transplantes de Medula Óssea no Brasil:Dimensão Bioética,Marcelo Corgozinho,"['Bioethics', 'Bioética']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Examining the efficacy of constancy and frequency as political strategies for assisted suicide legalization: Does the introduction of many bills over time or multiple bills at once increase the likelihood of assisted suicide bills passing in U.S. state legislatures,Jacqueline H . Abernathy,"['State Politics (American Politics)', 'Bioethics', 'Public Health Policy', 'Legislative Politics', 'Euthanasia', 'Legislative Studies', 'Assisted Suicide', 'Physician-Assisted Suicide', 'Inequities Regarding Access to Palliative and End Of Life Care Services']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Legitimação social de escolhas trágicas: análise do protocolo da AMIB de alocação de recursos em esgotamento durante a pandemia por Covid-19,Erika Alcantara Pinto,"['Bioethics', 'Bioética e Biodireito', 'Bioetica', 'Biodireito, Bioética', 'Biodireito']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Population Aging and International Development: Addressing Competing Claims of Distributive Justice,Summer McGee,"['Economics', 'Philosophy', 'Applied Ethics', 'Bioethics', 'International Development', 'Human Rights', 'Social Justice', 'Aging', 'Resource Allocation', 'Developing Countries', 'Distributive Justice', 'Population Dynamics', 'Population Aging', 'Humans', 'Intergenerational Relations', 'Aged', 'Middle Aged', 'Internationality']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Book Review: Me medicine vs. we medicine: reclaiming biotechnology for the common good,Michael Morrison,"['Medical Sociology', 'Philosophy', 'Health Economics', 'Bioethics', 'Technological Innovation', 'Public Health', 'Human Enhancement', 'Medicine', 'Cord Blood Collection, Banking and Transplantation', 'Medical Biotechnology', 'Pharmacogenetics', 'Umbilical Cord Blood', 'Public Goods, Public Finance, Political Science and Public Administration', 'Direct-To-Consumer Genetic Testing']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,A call to service: social justice is a public health issue,martin Donohoe,"['Bioethics', 'Social Justice', 'Medical Ethics', 'Public Health', 'Social contract', 'Social Responsibility', 'Humans', 'Physicians']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,La ética y el desarrollo sostenible,Gustavo Torres Oneto,"['Bioethics', 'Sustainable Development', 'Bioética', 'Desarrollo Sustentable', 'Desarrollo sostenible', 'Alimentos Y Bebidas', 'Administracion de negocios', 'NUTRICIÓN Y DIETÉTICA']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Cost effectiveness in clinical screening,Yuriy Shepelyak,"['Bioethics', 'Medical Ethics', 'Resource Allocation', 'Bayes Theorem']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,When Participants in Genomic Research Grow Up: Contact and Consent at the Age of Majority,John Lynch,"['Pediatrics', 'Bioethics', 'Genomics', 'Regulation And Governance', 'Political Science', 'Informed Consent', 'Medicine', 'Humans', 'Child', 'Biomedical Research', 'IRB Regulations', 'Young Adult', 'Age Factors', 'Paediatrics and reproductive medicine']"
Philosophy,Bioethics,https://www.academia.edu/Documents/in/Bioethics?f_fri=,Professional Ethics in Polish Medicine,Stefan Konstańczak,"['Bioethics', 'Professional Responsibility', 'Ethical Codes']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Isabelle Koch, Sebastian Hüsch & Philipp Thomas (hrsg.), 2020.  Negative Knowledge.",Isabelle Koch,"['Philosophy', 'Metaphysics', 'Philosophy of Mind', 'Philosophy Of Language', 'Philosophy Of Religion', 'Logic', 'Philosophy of Education', 'Mysticism', 'Philosophy of Poetry', 'History of Philosophy']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,A Summary of Evangelii Gaudium,prasanta hembram,['Philosophy Of Language']
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Lingua pensiero canto,Gino Zaccaria,"['Neuroscience', 'Cognitive Science', 'Philosophy', 'Ontology', 'Philosophy Of Language', 'Languages and Linguistics', 'Poetry', 'Linguistics', 'Giacomo Leopardi', 'Friedrich Hölderlin', 'Metaphisics']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"On the Use and Abuse of Teleology for Life: Intentionality, Naturalism, and Meaning Rationalism in Husserl and Millikan",Jacob M Rump,"['Philosophy of Mind', 'Philosophy Of Language', 'Phenomenology', 'Edmund Husserl', 'Intentionality', 'Teleology', 'Rationality']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,HEIDEGGERIAN WAY-MAKING TO LANGUAGE,Damla Sezgi,"['Philosophy Of Language', 'Continental Philosophy', 'Martin Heidegger', 'Linguistic Turn']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Generative Problems and Generative Phenomenology. Thinking over Anthony J. Steinbock’s conception of familiarity and alienness and their relation to a generative absolute.,Esteban Marín Ávila,"['Philosophy Of Language', 'Communication', 'Multiculturalism', 'Typology', 'Dialogue', 'Phenomenology', 'Edmund Husserl', 'Philosophy of History', 'Phenomenological Research Methodology', 'Intersubjectivity', 'Philosophy of Culture', 'Intercultural dialogue', 'Tradition', 'Otherness', 'Alterity', 'Familiarity', 'Normalization', 'Homeworld', 'Normality', 'Genetic Phenomenology', 'Static Phenomenology', 'Trascendental Phenomenology', 'Anthony J. Steinbock', 'Ethics of Alterity', 'Generative Phenomenology', 'Staged Communicative Acts']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Handbook of Whiteheadian process thought (Ontos, 2008)",Will Desmond,"['Management', 'Semiotics', 'Gnosticism', 'History', 'Neuroscience', 'Psychology', 'Psychoanalysis', 'Neuropsychology', 'Algebra', 'Universal Algebra', 'Logic And Foundations Of Mathematics', 'Computer Science', 'Quantum Physics', 'Economics', 'Anthropology', 'Philosophy', 'Metaphysics', 'Ontology', 'Philosophy Of Language', 'Aesthetics', 'Epistemology', 'Philosophy of Biology', 'Kant', 'History and Philosophy of Chemistry', 'Pragmatism', 'Philosophy Of Religion', 'Chinese Philosophy', 'Theology', 'Architecture', 'Political Theory', 'Creativity', 'Plato', 'Philosophy of Education', 'Metaphysics of Consciousness', 'Cosmology (Anthropology)', 'General Relativity', 'Metapsychology', 'Anthropology of the Body', 'Natural Law', 'Embodied Cognition', 'Political Science', 'Urban Planning', 'Embodiment', 'Phenomenology', 'Metaphysics of Time', 'Embodied Mind and Cognition', 'Mereotopology', 'Organization Studies', 'William James', 'Jean Piaget', 'Symbolism', 'Environmental Ethics', 'Gertrude Stein', 'Hegel', 'Gilles Deleuze', 'Jacques Lacan', 'Henri Bergson', 'Jean Wahl', 'Alfred North Whitehead', 'Maurice Merleau-Ponty', 'Franz Brentano', 'Ethnopsychiatry', 'Felix Guattari', 'Consciousness', 'Urbanism', 'Morality (Social Psychology)', 'Hypnosis (Psychology)', 'Ecology', 'Ecofeminism', 'Metaphysics of Mind', 'René Descartes', 'Benedict de Spinoza', 'Michel Foucault', 'Animal Rights/Liberation', 'John Dewey', 'Phenomenology of the body', 'Philosophy of Time', 'Topology', 'Islam', 'Freemasonry', 'Bertrand Russell', 'Panpsychism', 'Functional Linguistics', 'Baruch Spinoza', 'Gottfried Wilhelm Leibniz', 'Environmental Sustainability', 'Carl G. Jung', 'George Herbert Mead', 'Bergson', 'Gilles Deleuze and Felix Guattari', 'David Hume', 'Rudolf Carnap', 'Thomas S. Kuhn', 'Robin George Collingwood', 'Spinoza', 'Ernst Cassirer', 'Willard Van Orman Quine', 'Problem of Evil', 'Heraclitus', 'Charles S Peirce', 'Contemporary Pragmatism', 'John Henry Newman / Oxford Movement', 'Mctaggart', 'Albert Einstein', 'Ethnopsychology', 'Fallacies', 'Subjectivity', 'Emile Meyerson', 'Hypnosis', 'Nicholas Rescher', 'Pragmaticism', 'Principia Mathematica', 'Francis Herbert Bradley', 'Niels Bohr', 'The Real', 'Enzo Paci', 'Charles Hartshorne', 'Varieties of Religious Experience', 'Logicism', 'David Ray Griffin', 'Process and Reality', 'Alexander Samuel', 'Philippe Devaux', 'TIS Process studies', 'G E Moore', 'Paul Weiss', 'George Santayana', 'Antonio Banfi', 'Hermann Grassmann', 'Body Psychotherapy', 'Philosophy of Religion', 'Dorothy Emmet', 'Jean Ladrière', 'James Ward', 'Milic Capek', 'Vector Mathematics', 'Point-free Geometry', 'Wildon Carr', 'Christiana Morgan', 'Hermann Weil', 'W E Hocking', 'Bernard Loomer', 'Alix Parmentier', 'Power As Fluidity', 'Public Policy']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Foundations of Logic: A Modelling Approach,Julie Lauvsland,"['Philosophy Of Language', 'Philosophy Of Mathematics', 'Philosophy of Logic', 'Logical Consequence', 'Rudolf Carnap', 'Gottlob Frege', 'Timothy Williamson', 'Logical Pluralism', 'Normativity of Logic', 'Meaning-variance', 'STEWART SHAPIRO', ' Beall and Restall', 'Ole Thomassen Hjortland']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Agency, Structure and Realism in Language and Linguistics",Craig  Jordan-Baker,"['History of Linguistics', 'Philosophy', 'Philosophy of Mind', 'Philosophy Of Language', 'Philosophy of Science', 'Pragmatics', 'Philosophy of Social Science', 'Linguistics']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Quantum Anthropology: Man, Cultures, and Groups in a Quantum Perspective",Radek Trnka,"['Discourse Analysis', 'Sociology', 'Sociology of Culture', 'Anthropology', 'Philosophy', 'Philosophy of Mind', 'Philosophy Of Language', 'Perception', 'Philosophy Of Religion', 'Social Anthropology', 'Practice theory', 'Linguistic Anthropology', 'Metaphysics of Consciousness', 'Foundations of Quantum Mechanics', 'Social and Cultural Anthropology', 'Altered States of Consciousness', 'Phenomenological Psychology', 'Phenomenology', 'Anthropology of space', 'Continental Philosophy', 'Culture', 'Consciousness', 'Critical Discourse Analysis', 'Phenomenology of the body', 'Corpus Linguistics and Discourse Analysis', 'Philosophy of Quantum Mechanics', 'Anthropology of Consciousness', 'Cultural Anthropology', 'Phenomenology of Space and Place', 'Phenomenology of Temporality', 'Consciousness Studies', 'Society', 'Phenomenology of Time', 'General Systems Theory', 'Quantum Mind', 'Anthropology of Religion', 'Ontological Turn', 'Quantum Mind and Entanglement', 'Quantum Physics. Philosophy of Mind', 'QUANTUM ANTHROPOLOGY']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Summary Of the Thesis: A Study On "" Languages of Art: An Approach To A Theory Of Symbols """,Francesca Malloggi Quenthelstories,"['Philosophy Of Language', 'Aesthetics', 'Continental Philosophy', 'Analytical Philosophy']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Three Questions for Truth Pluralism,Michael P Lynch,"['Metaphysics', 'Philosophy Of Language', 'Truth', 'Theories of truth (Philosophy)', 'Truth pluralism']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Dharma saṁjñā Corporate badges of Indus Script Corpora, ceramic (stoneware) bangles, seals, fillets",Srini Kalyanaraman,"['History', 'Ancient History', 'Cultural Studies', 'Philosophy', 'Philosophy Of Language', 'Philosophy of Science', 'Philosophy Of Religion', 'Art History', 'Languages and Linguistics', 'Bronze Age Europe (Archaeology)', 'Ancient Near East']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Does language have a downtown? Wittgenstein, Brandom, and the game of “giving and asking for reasons”",Pietro Salis,"['Philosophy', 'Philosophy Of Language', 'Pragmatism', 'Pragmatics', 'Meaning', 'Normativity', 'Wittgenstein', 'Inferentialism', 'Language Games', 'Pluralism', 'Rule-Following', 'Expressivism', 'Robert Brandom', 'Quietism', 'Anti-representationalism']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Everything Was Forever, Until It Was No More: The Last Soviet Generation: Everything Was Forever, Until It Was No More: The Last Soviet Generation",thea buckle,"['Discourse Analysis', 'Semiotics', 'Cultural Studies', 'Social Change', 'Russian Studies', 'Gender Studies', 'Anthropology', 'Anthropological Linguistics', 'Historical Anthropology', 'Philosophy Of Language', 'Aesthetics', 'Political Philosophy', 'Communication', 'Soviet Regime', 'Ideology (Anthropology)', 'Critical Discourse Studies', 'Social Anthropology', 'Self and Identity', 'Organizational Change', 'Soviet History', 'Photography', 'Popular Music', 'Political Theory', 'Genealogy', 'Pragmatics', 'Performance Studies', 'Ideology Studies', 'Linguistic Anthropology', 'Subcultures', 'Political Anthropology', 'Anthropology of Knowledge', 'Social and Cultural Anthropology', 'Intercultural Management', 'Anthropology of Performance', 'Sovereignty', 'Performative Social Science', 'Political Science', 'Revolutions', 'Countercultural Studies', 'Language and Ideology', 'Ideology', 'Socialisms', 'Performativity', 'Russian intelligentsia', 'Bakhtin', 'Political communication', 'Populism', 'Communism', 'Youth Culture', 'Resistance (Social)', 'Anthropology Of Art', 'Gilles Deleuze', 'Social Media', 'Technologies of the Self', 'Intertextuality', 'Subjectivity (Identity Politics)', 'Michel Foucault', 'Jacques Derrida', 'Judith Butler', 'The Other', 'Language Ideology', 'Soviet Film', 'Geographies of domination and oppression', 'Wittgenstein', 'Subjectivity In Discourse', 'Slavoj Zizek', 'Russian History', 'Counter Culture', 'Ideology and Discourse Analysis', 'Polyphony', 'Conceptual Art', 'Dialogism', 'Russian & Soviet Art', 'Political Ideology', 'Cultural Anthropology', 'Soviet Visual Culture', 'Russian avant-garde art', 'Anthropology of the State', 'Culture in the Soviet Union', 'Thaw-era Soviet Union', 'Hegemony', 'Subjectivity Studies', 'Ideology and Discourse Theory', 'Cybercultures', 'Cultural power and resistance', 'Self', 'Stalin and Stalinism', 'Social Semiotics', 'Satire & Irony', 'Emergence', 'Activism', 'Sovietology/Kremlinology', 'Gramsci and Cultural Hegemony', 'Political Subjectivity', 'Soviet Music', 'Identity', 'Power and domination', 'Media and Politics', 'Youth', 'Slavic', 'Representation', 'Anthropology and sociology of the self and subjectivity', 'Oppositional Media', 'Bakhtin dialogism', 'Literary studies', 'Societal Collapse', 'Subjectivity', 'J. L. Austin', 'Mikhail Mikhailovich Bakhtin', 'Political', 'History of Communism', 'Change agents', 'Cold War Studies', 'Generations', 'Contemporary anthropological methods and theory', 'Soviet Dissidents', 'Party Politics', 'Aesthetic Experience', 'Middle Management', 'Case Study', 'Austin', 'Anthropology of Dissident Movements', 'Russia after Perestroika', 'Protest and resistance', 'Heteroglossia', 'Word and Image', 'Archives and Documentation', 'Halliday', 'Readiness for Change', 'Media and identity', 'Socio Cultural', 'Multicultural', 'Historical Studies', 'Sociological and anthropological theory', 'Role of unexpected change in regime and system collapse', 'Critical Art Practices', 'Public Administration and Policy', 'Managing Change', 'Involvement', 'Self Representation', 'Socio Linguistics', 'Utterance', 'Change Implementation', 'Change Resistance', 'Coping With Change', 'Change Factors', 'Art and the Production of Post capitalist Subjectivity', 'Adorno/Horkheimer', 'Transition in Central and Eastern Europe', 'European political cultures', 'American Anthropologist']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"Percezione, sensazione, sistemi specchio. L'empatia e l'origine del linguaggio",Antonino Bucca,"['Cognitive Science', 'Philosophy Of Language', 'Empathy (Psychology)', 'Mirror Neurons', 'Language Evolution', 'Mirror Neurones and empathy']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Ο Αριστοτέλης και το 1ο τρίγωνο της σημασίας,Maria Chriti,"['Philosophy Of Language', 'Ancient Greek Linguistics']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Depersonalization - Self and Sensation.,Lars Oscar,"['Psychology', 'Psychiatry', 'Philosophy', 'Philosophy of Mind', 'Philosophy Of Language', 'Philosophy of Science', 'Perception', 'Self and Identity', 'Mental Health', 'History of Science', 'Philosophy of Psychology', 'History of Psychiatry', 'Consciousness', 'Philosophy of Time', 'History Of Psychology', 'Sensation and Perception']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,"La struttura dell’iki e l’ascolto dell’Essere. Riflessioni sul linguaggio tra Shūzō Kuki e Martin Heidegger, in «Scenari», 9, 1/2019, Mimesis, Milano, ISSN 2420-8914, ISBN 978-88-5754, pp. 128-148.",Alberto Giacomelli,"['Japanese Studies', 'Philosophy Of Language', 'Aesthetics', 'Hermeneutics', 'Martin Heidegger', 'Intercultural dialogue']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Libertà e Persona. Saggi su Paul Ricœur,marco  casucci,"['Philosophy Of Language', 'Ethics', 'Personality', 'Embodiment', 'Paul Ricoeur', 'Justice', 'Narrative and Identity', 'Philosophy of Time', 'Free Will', 'Philosophy of Love', 'Paul Ricoeur (in ) Philosophy', 'Problem of Evil', 'Freedom']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Semantic Conception of Truth. What It Is and What It Is Not,Ladislav Koren,"['Philosophy Of Language', 'Pragmatism', 'Semantics', 'Truth', 'Philosophical Logic', 'Deflationism', 'Metamathematics', 'Philosophy of Logic', 'Logical Constants', 'Theories Of Truth', 'Theories of truth (Philosophy)', 'Polish Philosophy and Logic', 'Alfred Tarski', 'Expressivism', 'Quantifiers']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Review of G.Turbanti Robert Brandom's Normative Inferentialism.pdf,Pietro Salis,"['Metaphysics', 'Philosophy Of Language', 'Pragmatism', 'Logic', 'Pragmatics', 'German Idealism', 'Modality', 'Normativity', 'Inferentialism', 'Wilfrid Sellars and post-Sellarsian philosophy', 'Objectivity', 'Expressivism', 'Robert Brandom']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Ontology and Epistemology of Peace and Conflict Studies,Demola V Akinyoade,"['Philosophy', 'Metaphysics', 'Ontology', 'Philosophy of Mind', 'Philosophy Of Language', 'Ethics', 'Epistemology', 'Philosophy of Science', 'Philosophy of Biology', 'Applied Ontology', 'Peace and Conflict Studies', 'Scientific Realism', 'Scientific method & Education', 'Methodology of Scientific Research, Philosophy of Science', 'Philosophy and history of science', '(Anti )Relativism']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Mémoire M2 Matthieu Brillet,Matthieu Brillet,"['Philosophy Of Language', 'Second Language Acquisition', 'Social and Cultural Anthropology', 'Intercultural Education', 'Amazonian Languages', 'Didactique du plurilinguisme', 'Amazonian Ethnology']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,From mother tongue to language,Dana  Amir,"['Psychology', 'Psychoanalysis', 'Philosophy Of Language', 'Depression', 'Social Interaction', 'Treatment', 'Language Development', 'Psychoanalysis And Literature', 'Language', 'Psychoanalytic Theory', 'Humans', 'Female', 'Male', 'Young Adult', 'Mental Disorders', 'Psychoanalytic', 'Adult', 'Somatoform disorders', 'Mother Language', 'Mother child relations']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Heidegger'in Sanat Felsefesi Üzerine,Dr. Alkım Saygın,"['Martin Heidegger', 'Sanat Tarihi', 'Felsefe', 'Sanat', 'Varoluşçuluk', 'Fenomenoloji', 'Ahlak Felsefesi', 'Sanat Felsefesi', 'Felsefe Eğitimi', 'Düşünce Tarihi', 'Felsefe Tarihi', 'İnsan Felsefesi']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Ontologia dell’animalità: a partire da Jacques Derrida,Nicola Zengiaro,"['Philosophy', 'Ontology', 'Philosophy Of Language', 'Epistemology', 'Philosophy of Science', 'Human Rights Law', 'Posthumanism', 'Animal Studies', 'Animal Ethics', 'Critical Animal Studies', 'Theodor Adorno', 'Max Horkheimer', 'Discrimination', 'Gilles Deleuze', 'Friedrich Nietzsche', 'Jacques Lacan', 'Émmanuel Lévinas', 'Martin Heidegger', 'Sigmund Freud', 'Giorgio Agamben', 'Critical Posthumanism', 'Social Ontology', 'Michel Foucault', 'Jacques Derrida', 'Martin Buber', 'Wittgenstein', 'Animal Ecology', 'Animals and Animality', 'Posthumanist Ethics', 'Immanuel Kant', 'Biopolitics', 'Gilles Deleuze and Felix Guattari', 'Object Oriented Ontology', 'Dostoevsky', 'Wittgensteinian Ethics', 'Human-Animal Studies', 'Darwin', 'Filosofia Del Lenguaje', 'J. M. Coetzee', 'Descartes', 'Animot Studies', 'Transhumanism/Posthumanism', 'Epistemology of the Social Sciences', 'Posthumanist Ontology', 'Alterity', 'Epistemología', 'Filosofía', 'Peter Singer', 'Zooanthropology', 'Identity and Alterity', 'Animaux', 'Animality and Human Language', 'Animality', 'Immanence', 'Animals', 'Immanental Philosophy', 'Bestiality and Zoophilia', 'Rosi Braidotti', 'Ontologia', 'Alteridade', 'Tom Regan', 'Equality and Non Discrimination', 'Bestiario', 'Carmelo Bene', 'Animali Simbolismo', 'Guido Barbujani', 'Maurizio Ferraris', 'Emergenza', 'Alteridad', 'Derecho Ambiental y de los Animales', 'Immanent Critique', 'Filosofia Del Linguaggio', 'Animalita', 'Ontologia Sociale', 'Plane of Immanence', 'Frans de Waal', 'Derrida and bêtise', 'Trascendental Idealism', 'Zooantropologia', 'Roberto Marchesini', 'Cognitive zooantropology', 'Zooantropologia Didattica', 'Deleuzean Immanence', 'Les Animaux Dénaturés', 'Animal Rights, Animal Ecology, Animal Studies, Animal Ethics, Animal Cognition, Animal Liberation, Animals in Culture, Philosophy Of Animals, Animals & Society studies, Ethics of Animals, and Laboratory Animal Welfare, Animal Law', 'Droits Des Animaux', 'Antropología Trascendental', 'Transcendence/immanence', 'Philosophy and Sociology of Human/animal Relations', 'Posthumanism and Transhumanism', 'Alterità', 'Leonardo Caffo', 'Corporeità', 'Essere e verità', 'Università Di Torino', 'Postumano', 'Horkheimer Max Adorno Theodor W Dialectic of Enlightenment Philosophical Fragments', 'Zooantropologia Cognitiva', 'Realtà Umana', 'Felice Cimatti', 'Animalitas']"
Philosophy,Philosophy Of Language,https://www.academia.edu/Documents/in/Philosophy_Of_Language?f_fri=,Indeterminatezza e mutamento linguistico,Gian Carlo  Fedeli,"['Philosophy Of Language', 'Epistemology', 'Languages and Linguistics', 'Language Acquisition', 'Natural Language Processing', 'Semantics', 'Language Variation and Change', 'Language Evolution', 'Syntax', 'Lexical Semantics', 'Theoretical Linguistics', 'Cognitive Neuroscience', 'Biology of Language', 'Indeterminacy', 'Theories of Language and Linguistics']"
